place_id,name,business_status,wheelchair_accessible_entrance,type,rating,editorial_summary,user_ratings_total,price_level,formatted_phone_number,formatted_address,opening_hours,dine_in,delivery,"location(lat,lng)",reviews_text,serves_breakfast,serves_brunch,serves_lunch,serves_dinner,serves_vegetarian_food,keywords
ChIJb1ddGhtT8DURaVeJ9q-SB6I,蝠廳,OPERATIONAL,,"['tourist_attraction', 'point_of_interest', 'establishment']",4.6,,10,,,中國北京市西城区前海西街17号恭王府 邮政编码: 100035,,,,"{'lat': 39.938462, 'lng': 116.385962}","['旧时不开放，目前有门口导览人员帮助预约方可进入。', 'This is one of the ancient palaces in Beijing, although less famous outside China, rich in history.', 'Ah china.. tão linda e cheia de mistérios!', '', '']",,,,,,"['导览', 'ancient', 'palaces', 'Beijing', 'although', 'less', 'famous', 'outside', 'China', 'rich']"
ChIJKXc8XgVT8DURRVawHKkC6E4,什剎海,OPERATIONAL,True,"['tourist_attraction', 'point_of_interest', 'establishment']",4.4,"{'language': 'zh-TW', 'overview': '風光旖旎的公園，坐擁 3 座綠樹林立的大型湖泊，其湖岸周圍則環繞著 10 座寺廟，另設有健行步道和划船區。'}",74,,010 6618 5806,中國北京市西城区什刹海后海北沿（地安门西） 邮政编码: 100035,,,,"{'lat': 39.942003, 'lng': 116.382562}","['很久以前看了「什剎海」的電視劇\n雖然不知道真實性\n但劇情表達的方式很質樸很生活化\n就是一般市井之生活\n\n看完之後對什剎海就有了嚮往\n\n這次親臨此地\n內心激動怦派呀！\n\n雖沒有過多的時間細品生活悠閒\n但，\n繁華的夜生活到也如出一撤\n彷彿我正在劇中跟著演戲\n\n果然是個年輕與傳統的融合地\n彼此互相包容著的表現著\n\n很棒很美的地方\n希望下次還有更多的時間\n來此住上幾天\n好好感受老胡同的生活\n❤️🥰😇☺️', '什剎海地處北京市中心，包括前海、後海和西海（又稱積水潭）三個湖泊及臨近地區，前海在什剎海的南段，後海在中段，西海在北段，三湖相連。除了擁有大片的湖面，什剎海同時也是北京城內面積最大、風貌保存最完整的一片歷史街區，有名人故居、王府等眾多古跡，還有貼近老百姓生活的美食、酒吧等。來什剎海既可以觀光遊覽，也可以吃喝玩樂。\n初到什剎海，第一眼一定被大片瀲艷的湖光所吸引。夏天湖邊非常清涼，荷花盛開，可以坐船欣賞湖景。沿湖碼頭不少，有前海的好夢江南碼頭、荷花市場碼頭，後海的野鴨島碼頭、柳蔭爭渡等碼頭，都有遊船可以坐。腳踏船、手划船可自個兒玩個盡興，根據不同船型，船費在每小時40-60元間不等；若是觀光搖櫓船會帶你環湖遊覽，大約需1個小時左右，船夫還會講解一下什剎海的景點，和人拼船參考價50元，包船300元左右。到了冬天湖面結了冰，遊船便不開了，但可以來欣賞冬景，當冰層達到一定厚度，湖上就會開闢出什剎海滑冰場。入場滑冰成人和兒童都是15元，節假日20元；提供冰鞋、冰上自行車等的租借，都不貴，不過需100-200元的押金。\n什剎海周邊的古建築使景區依然保留著老北京特色。有匯通祠、德勝門箭樓、宋慶齡故居及醇親王府、廣化寺、銀錠橋、鐘鼓樓、郭沫若故居等景點，其中最著名的當屬位於前海西街上和珅的宅邸——恭王府。除了一睹清朝貪官和珅的豪宅外，府中藏著的1萬多個「福」字據說能給遊客帶來福氣，康熙御筆福字碑更是讓遊客不惜排長隊也要一睹真容沾沾福氣的「鎮宅之寶」。若有興趣，還可以拐到煙袋斜街尋訪標誌著中國近代郵政誕生的大清郵局，在郵局敲幾個花紋精美的郵戳做紀念，當然蓋郵戳要先購買郵局的明信片。\n喜歡隨意吃些小吃，可以買一串冰糖葫蘆，靠著什剎海的漢白玉欄杆，邊吃邊看看湖上來往的遊船。若要專門尋訪北京小吃，可以去宋慶齡故居西側的九門小吃，在老式四合院中，囊括了十多家北京老字號小吃，醬牛肉、褡褳火燒、涮羊肉、豆腐腦，應有盡有；或者去梅蘭芳紀念館西邊的護國寺小吃街，管式翅吧、宮廷奶酪、鞋底火燒，品嚐來自胡同的美味；另外，在荷花市場裡有家全聚德烤鴨店。\n每當夜幕降臨，什剎海最熱鬧的時候便來臨了。圍繞什剎海的眾多酒吧傳來陣陣歌聲，什剎海的一些酒吧歌手真的唱得不錯，酒吧背後有「北漂」一族的故事。搖滾歌手竇唯在什剎海駐唱過3年，據說現在什剎海的餐館慶雲樓就是他開的。烈火麒麟酒吧據坊間流傳有個唱許巍的歌很好的歌手，其他比較出名的酒吧有胡同寫意、甲丁坊等。去酒吧坐坐，看歌手表演，從歌聲中彷彿能聽到「北漂」們對音樂的熱忱、和對一夜成名的渴望。\n什剎海東邊靠著南鑼鼓巷，南邊臨著北海公園，與再南邊一點的景山公園、故宮、天安門廣場離得也不遠。一般白天玩故宮或者天安門，晚上到什剎海的酒吧坐坐；若不去故宮、天安門，喜歡湖景，可以北海公園和什剎海一起遊玩；若只喜歡逛街吃小吃，可以逛完什剎海去旁邊的南鑼鼓巷接著逛。', '冬天的什剎海，雖然蕭瑟但少了夏天人潮的吵雜而多了一份寧靜，繞著後海走了一圈，雖然溫度只有1度，但卻不覺得特別冷，但卻可以好好想享受公園裡的寧靜。', '📍北京￥什剎海\n舊地重遊\n冬天的什剎海很北京\n還是讚嘆它夜晚的美\n但大部分的湖水已經結冰\n看到鴨子在湖上閒話家常\n難道……它們不會冷嗎😱\n\n比起夏天的什刹海\n冬天少了許多的喧嘩紛鬧\n確實是多了些寧靜和安祥\n\n＃喜歡冬天的它\n＃酒吧還是很多人\n＃尤其是外國人', '什剎海分別是前海、後海、西海組成,什剎海因周圍有十座寺廟而得名,什剎海湖上可以泛舟,兩旁種了很多很大的柳樹,整個地方都充滿詩情畫意。附近有很多餐廳及酒吧,日夜都十分熱鬧。']",,,,,,"['什剎海', '酒吧', '碼頭', '喜歡', '可以', '小吃', '歌手', '湖上', '雖然', '遊船']"
ChIJ6xxlWhBT8DURG7pZnxzMgcg,望海樓,OPERATIONAL,,"['tourist_attraction', 'point_of_interest', 'establishment']",4.3,,35,,,中國北京市西城区后海北沿新街口 邮政编码: 100035,,,,"{'lat': 39.943022, 'lng': 116.38641}","['很美麗的地方', '望海楼是后海北岸一个小岛改造的，这个小岛曾经是北京航海学校的所在。培养过新中国成立后一批批航海人才。后来据说影星刘晓庆花一亿购买了。然后在1994年新建了一座三面环水具有中国古典建筑风格望海楼，被称为独享燕山灵韵，坐拥玉泉清流，四朝龙脉所聚，乘龙问鼎，得天独厚。望海楼是一组三面环水、具有典型中国古典建筑风格的景区，楼高二层，阁高三层，工程总面积达7839平方米，绿地增加到4000多平方米，景区内灰色方砖铺地，建有亭台楼阁、码头、折桥、花木栈道及遍植绿竹的广场，成为北京首批私家花园，之后由于某些方面的压力，后海环海步道打通，称还路于民。目前望海楼景区可以进入，但是望海楼本身没有开放参观。望海楼旁边的高级餐厅，现在也在装修。', 'See this place from the far side of the lake at night. Beautiful.', 'Mooie wandeling kan je hier langs t water maken', 'Grand building and gardens. It looked like the lillies in the water features had just been cut back. Amazing history']",,,,,,"['望海楼', '景区', 'water', '古典建筑', '环水', '小岛', '三面', '航海', '步道', '绿竹']"
ChIJi6qt_-ZS8DURZ-WiPP-aCPE,Zuihuai,OPERATIONAL,,"['tourist_attraction', 'point_of_interest', 'establishment']",,,0,,,中國北京市西城区Jingshan 邮政编码: 100034,,,,"{'lat': 39.9231151, 'lng': 116.3926809}",[],,,,,,[]
ChIJiaRNz-BS8DURW2N_nAufVJU,景山公園,OPERATIONAL,True,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",4.6,"{'language': 'zh-TW', 'overview': '占地 57 英畝的歷史公園，坐落於山丘上，可飽覽紫禁城景觀。'}",974,,010 6403 8098,中國北京市西城区景山景山西街44号 邮政编码: 100009,,,,"{'lat': 39.9250988, 'lng': 116.3968433}","['8月5号去完天安門廣場後，就去了太廟這裏，故宮要提前7天預約，所以去不了，一進門就是大片的古樹，和廣場比感覺溫度降低了很多，在樹蔭下的長櫈上休息了一下，才開始遊玩，這裏的遊客就人少了很多，慢慢逛，在內的廣場還是很熱的，遊客大多躲在蔭涼處。不過照相就很方便，不用爭。', '北京景山公園\n景山公園是元、明、清三代的御苑。坐落在北京城的中軸線上，西臨北海，南與故宮神武門隔街相望， 北面可以遠眺奧運公園紀念塔。公園中心的景山為堆土而成，全城的最高點。\n很多人都去過故宮, 但都不知故宮真面貌。在景山公園萬春亭，就可以一睹故宮全貌。因為這裏就是[紫禁之巔 ]！可以清楚拍攝到神武門，故宮博物館出口。 唔講你可能唔知，北京城中心點 就在景山公園裏。絕對值得，去拍照，打卡留念。\n該公園是國家AAAA級旅遊景區, 當然不只萬春亭能一睹故宮全貌， 這裏還是一個超大花園，同有很多古建築。\n園內現有古松柏一千餘株，種植牡丹、芍藥等花卉幾萬株，三季花團錦簇，四季松柏常青。加上經常舉辦花卉、盆景展覽和各種文化活動，這座古老的皇家園林充滿了新時代的生機。\n古建築有綺望樓、五方亭、壽皇殿、永思殿、牡丹園等景點。\n這裏遊客不算多，一般都可以現場買票。當然最好就是網上預約啦！\n我最喜歡就是這裡的花卉，同古建築。因為遊客不多可以慢慢細心拍出有質素嘅照片。', '登上景山公園「萬春亭」，俯瞰全世界最大宮殿群「紫禁城」全貌 ，覺得值得了。', '門票2元，65歲以上朋友免費，爬到小山頂可以遙望整個故宮，非常好的攝影點，裡面還有許多不同花期的花，芍藥，牡丹，月季等，不同時節來都有花看，泰皇殿是歷代清皇帝牌位的祭殿，花了好幾年修復過，很值得看一下（免費）', '一覽故宮全景\n感受崇禎皇帝的悲涼']",,,,,,"['故宮', '公園', '景山', '遊客', '古建', '萬春亭', '全貌', '牡丹', '花卉', '預約']"
ChIJ0bl5ZwxT8DURx-UeA6v6SC4,德勝門箭樓,OPERATIONAL,,"['tourist_attraction', 'point_of_interest', 'establishment']",4.1,,50,,010 6205 1978,中國北京市西城區 邮政编码: 100035,,,,"{'lat': 39.949701, 'lng': 116.37951}","['在這裡的可以搭到前往八達嶺長城跟明十三陵的公交車，但這邊車子很多，行人要當心。', '前往八達嶺搭車處', '德勝門壯觀 可以從這裡搭車到八達嶺長城', '皇帝的城牆，與眾不同', '最も有名な八達嶺の万里の長城へ行く為、バス877を乗る。随時バスは出発するので長蛇の列でも比較的流れが速く乗車できます。トイレは事前に他で済ませましょう。故障の為トイレは使用不可でした。バス代は、乗車して12元現金支払いでOK。']",,,,,,"['八達嶺', '這裡', '搭車', '前往', '搭到', '這邊', '車子', '當心', '德勝門', '壯觀']"
ChIJWdpEnCtT8DUR_zktyc2S2lE,北京鼓樓和鐘樓,OPERATIONAL,True,"['tourist_attraction', 'point_of_interest', 'establishment']",4.4,"{'language': 'zh-TW', 'overview': '在 1420 年重建而成的紅色瞭望塔，可欣賞演奏明朝鼓複製品的表演和景觀。'}",236,1.0,,中國北京市东城区安定门钟楼湾胡同临9号 邮政编码: 100009,,,,"{'lat': 39.94116500000001, 'lng': 116.395888}","['逛完南鑼鼓巷經過的景點 很有古中國特色', '經過什殺海路過，超多遊客', '路過順道一遊,這是兩座建築物, 一座鐘樓,一座鼓樓,兩者相距很近,由一個廣場連接住,從外牆影相很有古典味。', '從鼓樓可以直接眺望到景山公園，站在鼓樓上讓人有股與世隔離的感覺，彷彿自己好像返回明清時代。', '北京的鐘鼓樓矗立在北京的中軸線上，歷史悠久，有很多故事和往事。站在鼓樓之上可以遠眺景山。之前鐘樓修繕，現在已經完全恢復了，另外鼓樓的一層也開放了，非常值得去參觀。']",,,,,,"['鼓樓', '經過', '鐘樓', '景山', '一座', '完南鑼', '鼓巷', '景點', '古中國', '什殺']"
ChIJIzSAFQFT8DURHCvTk9WkGRM,蔡鍔故居,OPERATIONAL,,"['tourist_attraction', 'point_of_interest', 'establishment']",4.4,,7,,,中國北京市西城区棉花胡同66号 邮政编码: 100035,,,,"{'lat': 39.937717, 'lng': 116.376409}","['Artig lite hotell i en av Beijings hutonger. Det betyr ingen glass og betong men hverdagsliv og smale gater. Noen rom er veldig små,  men få for litt større og du blir fornøyd-bra bad og kaffe og rekker på rommet samt kjøleskap. God frokost og utrolig hjelpsomt og vennlig personale. Hjelper til med å finne ting på kartet og anbefaler hvordan du kan komme deg dit. 2 subway stasjoner innen 5 minutters gange', 'Beautiful hotel, Shadow Puppetry was fascinating, offers great activities for guests, amazing customer service', 'Staff was great. Small hotel, but near main attractions.', 'Ужасный запах в номерах.  Нельзя самостоятельно контролировать температуру в номере. Окон на первом этаже нет. Лобби красивое, завтраки хорошие.  Хорошие ребята на ресепшене', 'Amazing attraction!']",,,,,,"['og', 'men', 'du', 'hotel', 'great', 'Artig', 'lite', 'hotell', 'en', 'av']"
ChIJJUhHZpZU8DURVQ3-iBK1X5c,中華民族園,OPERATIONAL,,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",4.4,,376,,010 6206 3646,中國北京市朝阳区民族园路1号 邮政编码: 100017,,,,"{'lat': 39.983033, 'lng': 116.392131}","['蠻特別的建築物\n竟然有永和豆漿😂', '很漂亮！必來看看！', '在視野開闊的環境，可以為自己的理想加把勁！', '分南園北園裡面聚集了不同民族的各種建築，而且很大，好好玩的話需要一天。還能趕上各民族表演的節目或者節日。南面山上有個拍攝鳥巢的絕佳位置，俯瞰奧林匹克花園全景。', '是黃種人有機會要去走走，會有收獲。']",,,,,,"['蠻特別', '建築物', '豆漿', '必來', '視野', '開闊', '環境', '分南園', '北園', '裡面']"
ChIJFfXOCXlT8DURM-MT3Vli3V0,雙秀公園,OPERATIONAL,True,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",4.5,,22,,010 6201 1695,中國北京市西城区北三环中路20号 邮政编码: 100120,,,,"{'lat': 39.96608, 'lng': 116.374763}","['運動人口眾多，老少皆宜。', '家就住附近，公园不大，闹中取静，人不多时去公园里散散步还是很不错的。里面有个小的儿童游乐区，60岁以上凭老年证免费，60以下门票是0.1元，可扫码付。', '小さな竹林がある公園。\n2014年訪問時は入園料2角だった。', '上次有个主播去拍写真跟着去看了一下 环境还不错 就是有点小', '公园里的明道草堂不错，看完病还能给代煎药，很方便。']",,,,,,"['有个', '60', '公园', '不错', '老少皆宜', '游乐区', '運動', '眾多', '0.1', '可扫']"
ChIJJ9WmiiRT8DUR9XgRSGDdEqM,胡同,OPERATIONAL,,"['tourist_attraction', 'point_of_interest', 'establishment']",3.6,,5,,,中國北京市东城区南锣鼓巷147号 邮政编码: 100009,,,,"{'lat': 39.9348107, 'lng': 116.4031087}","['中国の古い町並みが楽しめます。輪タクをしましたが、雨が降りおじさんの頭しか見えなかった（苦笑）', '중국 베이징의 전통거리', '北京古民居老胡同', '', '']",,,,,,"['古民居', '町並', '胡同', '苦笑', '北京', '中国']"
ChIJXZovuR5T8DURMWPLDM1zRjQ,什剎海公園,OPERATIONAL,True,"['tourist_attraction', 'point_of_interest', 'establishment']",4.5,,8,,010 6612 7652,中國北京市西城区西海北沿（北海公园以北） 邮政编码: 100035,,,,"{'lat': 39.934465, 'lng': 116.391133}","['風景很美', '風景優美', 'Beautiful area for a walk and food Lotus market and a hutong full of street food and shops', '绕湖走走… 🐾', 'Hn um ik']",,,,,,"['風景', 'food', '優美', 'Beautiful', 'area', 'walk', 'Lotus', 'market', 'hutong', 'full']"
ChIJ66ppfiJT8DURXNMhr31fAno,萬寧橋,OPERATIONAL,,"['tourist_attraction', 'point_of_interest', 'establishment']",4.2,,31,,,中國北京市西城区什刹海地安门外大街W9PW+HC7 邮政编码: 100009,,,,"{'lat': 39.9364121, 'lng': 116.3960359}","['萬寧橋位於什剎海前海東邊北京城中軸線上。萬寧橋原為木橋，元朝改為石拱橋，始建於元世祖至元二十二年（1285年）。', '很多北京小吃，到此一遊', '万宁桥始建于元代1285年，位于北京鼓楼正南方向中轴线上。因该桥在北京皇城的后门--地安门以北，地安门为，故该桥俗称“后门桥”。\n万宁桥最早为木质构造，后来改建为单孔汉白玉石拱桥，桥两侧有汉白玉石护栏，护栏上雕有莲花、宝瓶等图案。\n新中国建国后，万宁桥下的玉河被改为地下暗河，万宁桥因此一度桥身被埋。2000年，在修复万宁桥的同时，在万宁桥西增建了一座汉白玉三孔石拱桥。此次修复万宁桥，将万宁桥下原来已经改为暗河的玉河恢复为河道，万宁桥重建天日', 'Must go. The famous drum tower is also nearby. The lake view is so beautiful in the evening.', 'Nice place to see in Beijing']",,,,,,"['万宁', '玉河', '1285', '地安门', '石拱桥', '护栏', '汉白玉', '暗河', '桥下', '后门']"
ChIJxTwqHxxT8DUR0yUg6OrjRF8,郭沫若紀念館,OPERATIONAL,,"['tourist_attraction', 'point_of_interest', 'establishment']",4.1,,8,,010 8322 5392,中國北京市西城區 邮政编码: 100035,,,,"{'lat': 39.934684, 'lng': 116.389292}","['郭沫若是北京名人,他是一位作家,文學家,歷史學家,社會學家,門外有很多人力車,可載遊客遊覽附近一帶。', ""The former stable of Prince Gong and then became Guo's residence. The exhibition inside is quite informative but lack of multi language support. If you're interested in China's modern politics movement, be sure bring your own guide. Ticket price is comparatively higher than average, considering the level of curation insides."", '인력거를 타며 호수도 구경하는 추억 여행', '', 'Gk']",,,,,,"['學家', '文學家', '歷史', '社會', '門外', '可載', '遊客', '遊覽', '一帶', 'former']"
ChIJoYDKaxtT8DURVRGjozeMNVg,Huxin Pavilion,OPERATIONAL,,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,2,,,中國北京市西城区前海西街17号恭王府 邮政编码: 100035,,,,"{'lat': 39.937639, 'lng': 116.385648}","['', '']",,,,,,[]
ChIJS0ju0eVS8DURwg9y2lIdYSM,永安橋,OPERATIONAL,,"['tourist_attraction', 'point_of_interest', 'establishment']",4.3,,3,,,中國北京市西城区西安门文津街W9FQ+9MW 邮政编码: 100034,,,,"{'lat': 39.923483, 'lng': 116.389201}","['parco dove si possono affittare pedalo per passare una piacevole giornata in mezzo alla natura e alla tranquillità', '', '']",,,,,,"['alla', 'parco', 'dove', 'si', 'possono', 'affittare', 'pedalo', 'per', 'passare', 'una']"
ChIJdc32yuFS8DUR9VsOU_ChZoY,濠濮間,OPERATIONAL,,"['tourist_attraction', 'point_of_interest', 'establishment']",4.7,,6,,,中國北京市西城区西安门北海北夹道W9HV+J33 邮政编码: 100034,,,,"{'lat': 39.929023, 'lng': 116.3926699}","[""A very romantic mini garden within the garden. A nice secluded spot in an already amazing park. A must see if you're into Chinese landscaping"", 'Best wishes', '曲径通幽。', '', '']",,,,,,"['garden', 'very', 'romantic', 'mini', 'within', 'nice', 'secluded', 'spot', 'already', 'amazing']"
ChIJ93r1dWCpQjQR5DcgpordRWA,Taipei Historic Free Walking Tour Meeting Point - Like It Formosa,OPERATIONAL,,"['tourist_attraction', 'point_of_interest', 'establishment']",,,0,,0933 759 675,108台灣台北市萬華區西園路一段153號,"{'open_now': False, 'periods': [{'close': {'day': 0, 'time': '1300'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '1300'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '1300'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '1300'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '1300'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '1300'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '1300'}, 'open': {'day': 6, 'time': '1000'}}], 'weekday_text': ['星期一: 10:00 – 13:00', '星期二: 10:00 – 13:00', '星期三: 10:00 – 13:00', '星期四: 10:00 – 13:00', '星期五: 10:00 – 13:00', '星期六: 10:00 – 13:00', '星期日: 10:00 – 13:00']}",,,"{'lat': 25.0354508, 'lng': 121.4995818}",[],,,,,,[]
ChIJZ0mwUwypQjQRMRPCuE-wBCE,撫臺街洋樓,OPERATIONAL,True,"['tourist_attraction', 'point_of_interest', 'establishment']",4.3,"{'language': 'zh-TW', 'overview': '這座建於 1910 年的巴洛克式別墅設有石拱門和圓柱，一般民眾可入內參觀。'}",935,,02 2314 8080,100台灣台北市中正區延平南路26號,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '1800'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '1800'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '1800'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '1800'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '1800'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '1800'}, 'open': {'day': 6, 'time': '1000'}}], 'weekday_text': ['星期一: 10:00 – 18:00', '星期二: 10:00 – 18:00', '星期三: 10:00 – 18:00', '星期四: 10:00 – 18:00', '星期五: 10:00 – 18:00', '星期六: 10:00 – 18:00', '星期日: 休息']}",,,"{'lat': 25.0467124, 'lng': 121.5108143}","['原本撫臺街洋樓夜間是不開放的，因為配合臺北燈會開放到晚間10點我們才有幸參觀！\n在延平北路上，著名的豬腳飯旁邊，有一棟因為太過古樸優雅而顯得突兀的〔石頭厝〕，那就是撫臺街洋樓，現在是委託臺灣歷史資源經理學會進駐經營，有許多文創小物，據說3D列印的最後一個撫臺街模型存貨被我買走了呦！\n石頭厝原本是日本建築公司〔高石組〕本社所在的街屋，高石組如同當初來到臺灣的日本的企業，充滿開發處女地的探險淘金的夢想，別忘了日軍接收臺灣的過程中死於瘟疫的遠遠比戰死的多，統帥北白川能久親王就是死於痢疾。\n\n來自日本九州柳川的高石忠慥是洋樓的建造者。1896 年隨〔大倉組〕來臺，看到了日本知府都市更新巨大的商機與開創性，高石在1900年獨立成立〔高石組〕\n高石承接了臺北城牆拆遷、鋪設三線路及上下水道、衛生環境改造、兒玉總督後藤民政長官紀念博物館（即新今228和平公園國立臺灣博物館）、臺灣總督府廳舍之一部、鐵道部廳舍，臺南州廳，日月潭電氣工事第五工區、桃園大圳等等，見證了臺灣現代化的進程。\n現在館中有許多日本人當年對臺北的印象，也是難得的第一手資料，描繪出在日本人眼中他們從清廷手中是接收到怎麼樣的臺灣：例如\n\n〔在我來到臺灣之前,我一直以為臺 灣是個鬼住的地方。1896年來到 臺灣後,面對衛生設備不足造成的 瘟疫橫行,加上尚未停歇的武裝抗爭行動,當時的臺灣的確處於一個無法高枕無憂的時代,許多人跟我 一樣,是冒著生命危險來的......初到臺灣時,雖然已有往返基隆到新竹之間的火 車,但當時的火車系統仍未完善,火車只要一到水 返腳(今汐止)就動彈不得,弄到必須乘客一起下 車到後面推火車。現在想想那實在是頗滑稽的--高石忠慥,1911〕\n\n〔1899年的火車只開到新車(新竹之前)。想要全島旅行 的話,如果獲得陸軍管理的輕便鐵路(軌道型手推台車) 搭乘許可就很方便。...但這種輕便鐵路是單線,當遇到兩 方須會車時,按照奇數或偶數日的規則,特定方向的乘客 就要下車將台車從軌道卸下來,讓對方先通過--三好德三郎,1899〕.....\n\n閱讀這些史料，昔日的景象隨著想像力鮮活了起來，今天二樓以上沒有開放，期待開放二、三樓後再造訪！', '有趣的歷史建築，也可以在這裡看到許多藝文活動的資訊。', '被可愛的北門吸引走過去，意外發現一棟小小、精緻、歐風的建築（撫臺街洋樓)，本只想拍拍外觀，遇到人美心善導覽小姐（第一次覺得台北人也很熱心）。\n小姐姐介紹洋樓的來由，從屋頂的老虎窗，美麗的木造屋檐，可上下雙開的窗戶，非常聰明的高石先生，又建議到中山堂、 郵局、鐵道博物館走走。\n這裡離台北車站走路約10分，建議去台北旅遊的可以提前1-2小時到附近走走，感受台北的另一面。', '建築物很漂亮\n見證了台灣在日治時期明治維新下建築西洋化的歷史\n內部可以參觀，有解說此建築的背景故事及台北城的其他日治時期留下來的建築', '建築物不大，但內部的資料十分充足，值得花點時間參觀']",,,,,,"['建築', '街洋樓', '參觀', '高石組', '灣的', '高石', '火車', '台北', '博物', '日本']"
ChIJ3e571SiqQjQRXy5OxTkmArA,和平公園,OPERATIONAL,True,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",4.0,,196,,02 2303 2451,106台灣台北市大安區和平東路二段118巷8號,"{'open_now': True, 'periods': [{'open': {'day': 0, 'time': '0000'}}], 'weekday_text': ['星期一: 24 小時營業', '星期二: 24 小時營業', '星期三: 24 小時營業', '星期四: 24 小時營業', '星期五: 24 小時營業', '星期六: 24 小時營業', '星期日: 24 小時營業']}",,,"{'lat': 25.023517, 'lng': 121.542559}","['很舒服的小公園 ， 有涼亭也有運動器材/ 大/水龍頭 。 大樹很多遮陽效果很好，不過很多小黑蚊', '充滿回憶的小公園，藏身在大安水泥叢林中的舒適憂靜綠地。樹🌲都長得挺高，冬夏季皆適合周遭吃飯後的散步休憩地點。', '公園很憂靜.適合老人家及小孩運動的好地方，推薦一下，就是🦟有點多。', '公園不大，\n但可稍作休息，\n另外公園算蠻安靜的，\n還算不錯。', '\\(-ㅂ-)/ ♥ ♥ ♥不大 很清幽，四週都有住宅，感覺滿安全']",,,,,,"['公園', '小公園', '運動', '憂靜', '適合', '有涼亭', '水龍頭', '大樹', '遮陽', '不過']"
ChIJLY_oiYcBaDQRCELSB3LZxZk,碧潭風景區,OPERATIONAL,True,"['tourist_attraction', 'point_of_interest', 'establishment']",4.3,"{'language': 'zh-TW', 'overview': '廣受歡迎的湖泊，坐擁秀麗的峭壁景色，並提供腳踏船體驗服務，另設有數間餐館和人行吊橋。'}",36552,,02 2913 2579,231台灣新北市新店區新店路,"{'open_now': True, 'periods': [{'open': {'day': 0, 'time': '0000'}}], 'weekday_text': ['星期一: 24 小時營業', '星期二: 24 小時營業', '星期三: 24 小時營業', '星期四: 24 小時營業', '星期五: 24 小時營業', '星期六: 24 小時營業', '星期日: 24 小時營業']}",,,"{'lat': 24.95598489999999, 'lng': 121.5365043}","['很棒的風景景點。\n超適合全家大小遊趣。\n吊橋。山間步道。天鵝船。騎自行車\n還可以搭全台唯一的人工渡船\n到對岸的親子共融公園遊玩\n在這可以待半日\n\n小吃不多。餐廳多\n河岸餐廳適合情侶浪漫一下\n因為是户外的。所以有時風大\n還有捷運上方的DCC碧潭廣場購物中心', '｜碧潭風景區\n\n碧潭是位於台灣新北市新店區的風景型觀光景點。根據《新店市誌》記載，碧潭又稱為赤壁潭、石壁潭、獅山邊大潭，是新店溪從山區流入新店市區時，因為河面變得較為寬闊而形成類似水潭狀的河段。由於河面水色澄碧因此被稱為碧潭，並因為其景色優美且擁有台北周圍地區少見的吊橋建築，橋下天鵝小船出租，SUP立槳於溪上，別有一番風味；是早年台北郊區很受歡迎的風名勝之一。\n\n今天租腳踩的雙人天鵝船一小時300元，會預收400元，結束後取單據與救生衣還給櫃檯才能拿回100押金。遊玩範圍介於渡船頭到往下游的七號碼頭之間，儘量別靠近下游，水流會較大，整體過程很有趣，天氣好時可以來試試看', '大年初三搭捷運來碧潭風景區🏝🏞🌁，捷運上都有位置坐，不用去淡水人擠人，河濱風景、吊橋、天鵝湖踏踏車🛥、獨木舟🛶，隨便坐在石階上曬太陽🌞也很舒服。\n\n今天來河邊商家用餐🍽，順便看看美景。', '湖光山色之美，親身來體會才知道！\n\n步道規劃完善，很適合來漫遊。\n\n週邊也有餐廳，用餐也很方便。', '👍🏻 冬天來，天氣涼涼的還不錯，旁邊也有小船可以騎，由於天氣涼涼的，騎了也不會太熱，如果是夏天來應該會很熱，騎了可能會心情很差\n🅿️ 附近有一些付費停車場，或是到廟裡也有停車位']",,,,,,"['碧潭', '吊橋', '餐廳', '天氣', '步道', '天鵝船', '因為', '風景區', '新店市', '涼涼']"
